0.02,0.015,1.515,75.789,0.002,4249.451
0.04,0.092,6.298,239.442,0.015,4241.744
0.06,0.272,11.933,282.114,0.043,4229.892
0.073,0.442,15.481,282.538,0.07,4222.442
0.082,0.604,18.22,282.87,0.096,4216.7
0.09,0.761,20.55,283.153,0.121,4211.821
0.098,0.917,22.618,283.403,0.145,4207.495
0.104,1.071,24.498,283.631,0.17,4203.565
0.111,1.225,26.233,283.502,0.194,4199.992
0.116,1.377,27.85,282.906,0.218,4196.662
0.122,1.529,29.37,282.343,0.242,4193.524
0.13,1.773,31.645,281.723,0.281,4188.818
0.142,2.172,35.045,280.776,0.344,4181.76
0.16,2.846,40.119,279.343,0.452,4171.171
0.187,4.028,47.667,277.242,0.642,4155.48
0.228,6.179,58.893,275.031,0.99,4132.347
0.29,10.25,75.562,272.559,1.648,4098.102
0.378,17.851,99.396,272.045,2.867,4049.501
0.478,29.014,126.603,273.438,4.611,3994.618
0.566,41.151,150.676,273.151,6.43,3946.423
0.596,45.808,158.923,271.984,7.109,3929.95
0.626,50.553,166.897,271.46,7.792,3914.137
0.659,56.114,175.751,270.454,8.583,3896.559
0.703,64.128,187.716,269.057,9.712,3872.915
0.77,77.133,205.491,266.474,11.536,3837.841
0.796,82.485,212.307,263.858,12.288,3824.392
0.814,86.393,217.133,262.675,12.839,3814.835
0.832,90.194,221.705,261.509,13.377,3805.9
0.85,94.328,226.548,260.007,13.963,3796.402
0.873,99.488,232.411,258.268,14.696,3784.825
0.907,107.472,241.124,255.75,15.83,3767.716
0.958,119.996,253.977,251.488,17.605,3742.316
0.975,124.338,258.216,247.957,18.217,3734.018
0.991,128.247,261.953,246.303,18.766,3726.673
1.006,132.237,265.69,244.723,19.326,3719.28
1.023,136.826,269.895,243.008,19.967,3710.905
1.047,143.399,275.754,240.716,20.885,3699.359
1.084,153.522,284.418,237.141,22.296,3682.176
1.104,159.189,289.084,233.876,23.088,3672.817
1.118,163.253,292.358,231.898,23.656,3666.355
1.131,166.894,295.241,230.338,24.166,3660.625
1.143,170.591,298.122,228.828,24.684,3654.863
1.157,174.793,301.34,227.17,25.273,3648.382
1.177,180.858,305.882,224.919,26.125,3639.222
1.208,190.122,312.589,221.131,27.424,3625.783
1.223,194.844,315.896,218.07,28.085,3619.043
1.234,198.191,318.203,216.435,28.553,3614.308
1.243,201.236,320.274,215.134,28.978,3610.032
1.253,204.273,322.315,213.915,29.401,3605.931
1.263,207.599,324.523,212.667,29.864,3601.467
1.277,211.925,327.353,211.163,30.465,3595.708
1.297,218.484,331.558,209.027,31.375,3587.069
1.327,228.478,337.769,205.696,32.764,3574.294
1.336,231.746,339.743,202.891,33.219,3570.26
1.346,234.831,341.585,201.415,33.648,3566.473
1.355,238.02,343.465,199.951,34.093,3562.58
1.366,241.627,345.562,198.359,34.596,3558.202
1.379,246.396,348.29,196.384,35.261,3552.454
1.4,253.618,352.265,190.376,36.269,3544.645
1.423,261.732,356.276,173.184,37.401,3536.383
1.433,264.941,357.721,160.19,37.847,3533.14
1.441,267.893,358.994,153.126,38.258,3530.169
1.449,270.872,360.218,146.341,38.672,3527.18
1.458,274.154,361.496,139.176,39.127,3524.045
1.47,278.263,362.983,129.583,39.697,3521.17
1.487,284.457,364.977,115.537,40.556,3516.857
1.513,293.805,367.433,94.573,41.854,3510.388
1.522,297.143,368.131,77.628,42.317,3508.088
1.53,300.109,368.691,69.195,42.73,3506.295
1.538,303.046,369.18,60.949,43.139,3505.238
1.547,306.218,369.632,52.27,43.58,3504.099
1.557,310.085,370.08,42.257,44.119,3502.711
1.573,315.892,370.538,28.514,44.929,3500.63
1.597,324.612,370.746,8.217,46.146,3497.508
1.607,328.305,370.664,7.905,46.661,3496.902
1.616,331.526,370.557,12.318,47.11,3496.535
1.625,334.772,370.413,16.337,47.562,3496.166
1.635,338.407,370.208,20.631,48.069,3495.752
1.648,343.27,369.865,25.991,48.746,3495.198
1.668,350.553,369.194,33.759,49.761,3494.367
1.692,359.512,368.203,40.529,51.011,3494.119
1.703,363.52,367.738,42.489,51.571,3494.044
1.714,367.452,367.268,43.582,52.121,3493.971
1.726,371.919,366.72,44.702,52.746,3493.887
1.742,377.614,365.996,46.055,53.544,3493.78
1.766,386.136,364.895,46.675,54.739,3493.78
1.783,392.328,364.095,46.516,55.607,3493.78
1.795,396.716,363.53,46.39,56.222,3493.78
1.807,401.158,362.958,46.25,56.845,3493.78
1.823,406.655,362.251,46.083,57.616,3493.78
1.846,414.881,361.196,45.895,58.769,3493.78
1.878,426.364,359.727,45.636,60.382,3493.78
1.892,431.347,359.091,45.502,61.083,3493.78
1.908,437.014,358.369,45.299,61.882,3493.78
1.932,445.493,357.29,45.006,63.077,3493.78
1.967,458.163,355.681,44.648,64.865,3493.78
1.984,464.046,354.936,44.494,65.696,3493.78
2,469.73,354.217,44.334,66.498,3493.78
2.023,477.492,353.237,44.134,67.594,3493.78
2.056,489.094,351.776,43.888,69.234,3493.78
2.077,496.456,350.852,43.731,70.277,3493.78
2.093,502.09,350.145,43.564,71.075,3493.78
2.112,508.752,349.311,43.333,72.021,3493.78
2.141,518.715,348.066,43.042,73.437,3493.78
2.165,526.81,347.056,42.82,74.587,3493.78
2.181,532.261,346.377,42.663,75.362,3493.78
2.199,538.46,345.607,42.484,76.244,3493.78
2.226,547.733,344.457,42.261,77.563,3493.78
2.267,561.585,342.747,41.915,79.537,3493.78
2.285,567.963,341.962,41.74,80.448,3493.78
2.311,576.618,340.898,41.455,81.685,3493.78
2.349,589.551,339.314,41.078,83.536,3493.78
2.38,599.941,338.046,40.805,85.025,3493.78
2.402,607.035,337.182,40.62,86.041,3493.78
2.433,617.452,335.916,40.376,87.535,3493.78
2.48,633.005,334.034,40.012,89.769,3493.78
2.499,639.283,333.277,39.862,90.672,3493.78
2.522,646.836,332.368,39.617,91.761,3493.78
2.556,658.126,331.012,39.293,93.39,3493.78
2.584,667.183,329.928,39.074,94.698,3493.78
2.601,672.801,329.256,38.936,95.509,3493.78
2.621,679.158,328.497,38.781,96.427,3493.78
2.65,688.667,327.365,38.588,97.801,3493.78
2.694,702.868,325.679,38.307,99.858,3493.78
2.71,708.089,325.061,38.193,100.615,3493.78
2.73,714.538,324.298,37.98,101.552,3493.78
2.76,724.184,323.16,37.716,102.955,3493.78
2.79,733.536,322.058,37.502,104.316,3493.78
2.808,739.476,321.36,37.361,105.18,3493.78
2.831,746.843,320.495,37.197,106.253,3493.78
2.866,757.858,319.206,36.999,107.858,3493.78
2.896,767.137,318.123,36.809,109.212,3493.78
2.921,775.178,317.186,36.596,110.388,3493.78
2.96,787.193,315.789,36.296,112.147,3493.78
3.005,801.227,314.163,35.987,114.204,3493.78
3.054,816.438,312.406,35.684,116.436,3493.78
3.097,829.686,310.884,35.283,118.385,3493.78
3.128,839.26,309.792,34.928,119.797,3493.78
3.175,853.558,308.169,34.466,121.907,3493.78
3.199,861.001,307.33,34.236,123.006,3493.78
3.236,872.128,306.081,33.933,124.65,3493.78
3.289,888.28,304.283,33.462,127.042,3493.78
3.314,895.859,303.444,33.232,128.167,3493.78
3.352,907.187,302.196,32.876,129.852,3493.78
3.385,917.069,301.112,32.602,131.323,3493.78
3.41,924.499,300.3,32.403,132.429,3493.78
3.447,935.278,299.128,32.146,134.035,3493.78
3.501,951.366,297.389,31.761,136.438,3493.78
3.536,961.568,296.293,31.496,137.966,3493.78
3.588,976.8,294.663,31.112,140.25,3493.78
3.662,998.089,292.403,30.628,143.45,3493.78
3.762,1026.852,289.378,29.99,147.788,3493.78
3.862,1055.317,286.416,29.352,152.099,3493.78
3.962,1083.489,283.514,28.775,156.384,3493.78
4.062,1111.375,280.668,28.285,160.641,3493.78
4.145,1134.406,278.337,27.765,164.172,3493.78
4.245,1161.779,275.589,27.34,168.385,3493.78
4.345,1188.881,272.891,26.786,172.573,3493.78
4.387,1200.155,271.774,26.608,174.32,3493.78
4.45,1216.979,270.114,26.375,176.932,3493.78
4.483,1225.79,269.248,26.235,178.304,3493.78
4.519,1235.486,268.298,26.02,179.817,3493.78
4.574,1249.965,266.882,25.761,182.08,3493.78
4.607,1258.549,266.045,25.622,183.424,3493.78
4.65,1269.91,264.94,25.472,185.204,3493.78
4.715,1286.861,263.299,25.23,187.867,3493.78
4.755,1297.182,262.303,25.06,189.493,3493.78
4.814,1312.59,260.82,24.792,191.927,3493.78
4.856,1323.222,259.799,24.634,193.609,3493.78
4.902,1335.122,258.66,24.498,195.494,3493.78
4.972,1352.875,256.968,24.231,198.316,3493.78
5.034,1368.608,255.473,23.983,200.825,3493.78
5.105,1386.364,253.791,23.749,203.664,3493.78
5.176,1404.194,252.108,23.543,206.522,3493.78
5.248,1422.018,250.433,23.286,209.391,3493.78
5.307,1436.626,249.064,23.066,211.751,3493.78
5.396,1458.386,247.031,22.818,215.276,3493.78
5.493,1481.93,244.842,22.515,219.104,3493.78
5.593,1505.983,242.614,22.174,223.036,3493.78
5.672,1524.921,240.865,21.982,226.144,3493.78
5.772,1548.58,238.689,21.709,230.041,3493.78
5.87,1571.365,236.601,21.419,233.815,3493.78
5.97,1594.6,234.479,21.157,237.68,3493.78
6.07,1617.623,232.381,20.938,241.527,3493.78
6.17,1640.438,230.31,20.713,245.357,3493.78
6.22,1651.962,229.266,20.569,247.3,3493.78
6.297,1669.147,227.711,20.343,250.207,3493.78
6.34,1678.896,226.83,20.243,251.859,3493.78
6.405,1693.447,225.517,20.14,254.33,3493.78
