0.02,0.008,1.607,80.415,0.014,4249.451
0.04,0.05,6.484,244.076,0.083,4241.744
0.06,0.146,12.211,286.758,0.243,4229.892
0.072,0.235,15.735,287.178,0.39,4222.612
0.082,0.319,18.474,287.508,0.53,4216.962
0.09,0.401,20.81,287.79,0.667,4212.15
0.097,0.482,22.885,288.04,0.802,4207.879
0.104,0.562,24.774,288.266,0.936,4203.994
0.11,0.642,26.518,288.223,1.069,4200.454
0.115,0.722,28.144,287.649,1.201,4197.159
0.121,0.801,29.674,287.093,1.333,4194.055
0.129,0.928,31.963,286.602,1.545,4189.398
0.141,1.135,35.386,285.667,1.892,4182.413
0.159,1.482,40.493,284.252,2.479,4171.936
0.186,2.088,48.094,282.162,3.509,4156.383
0.226,3.183,59.399,279.943,5.389,4133.493
0.287,5.243,76.189,277.419,8.951,4099.583
0.378,9.27,101.284,276.856,15.955,4049.291
0.478,15,128.973,278.184,25.938,3994.41
0.541,19.286,146.304,277.749,33.411,3960.27
0.609,24.615,165.344,277.34,42.722,3923.003
0.709,33.468,192.79,275.287,58.286,3869.669
0.765,38.91,207.747,271.298,67.929,3840.628
0.805,43.171,218.697,268.695,75.517,3819.41
0.867,49.948,234.93,265.275,87.638,3788.092
0.949,59.735,256.133,258.742,105.219,3747.095
1.002,66.512,269.497,251.625,117.435,3721.231
1.082,77.275,289.004,244.16,136.927,3683.315
1.119,82.499,297.77,237.4,146.427,3666.142
1.174,90.606,310.635,231.252,161.214,3640.788
1.214,96.613,319.581,224.997,172.199,3623.139
1.245,101.405,326.406,220.515,180.975,3609.411
1.291,108.768,336.426,215.488,194.49,3589.451
1.32,113.491,342.561,210.726,203.181,3577.008
1.35,118.443,348.761,206.263,212.31,3564.566
1.395,126.022,357.776,199.496,226.31,3546.431
1.419,130.013,361.97,181.186,233.694,3538.097
1.454,136.075,367.509,157.568,244.924,3525.596
1.498,143.778,372.908,122.387,259.227,3514.222
1.528,149.225,375.513,86.011,269.364,3506.532
1.574,157.437,377.732,47.346,284.676,3500.469
1.608,163.439,377.915,10.606,295.887,3496.857
1.659,172.415,376.975,20.504,312.696,3494.749
1.709,181.316,375.122,37.555,329.413,3494.005
1.742,187.131,373.743,42.376,340.36,3493.78
1.792,195.798,371.6,43.864,356.711,3493.78
1.866,208.669,368.428,42.938,381.082,3493.78
1.963,225.194,364.371,42.53,412.526,3493.78
2.038,237.716,361.315,42.175,436.474,3493.78
2.138,254.297,357.284,40.605,468.348,3493.78
2.226,268.738,353.789,39.456,496.27,3493.78
2.247,272.212,352.951,39.839,503.007,3493.78
2.28,277.401,351.701,39.877,513.085,3493.78
2.315,283.14,350.32,39.67,524.259,3493.78
2.338,286.823,349.435,39.393,531.443,3493.78
2.373,292.321,348.117,38.838,542.19,3493.78
2.419,299.634,346.369,38.446,556.517,3493.78
2.452,304.674,345.168,38.274,566.413,3493.78
2.5,312.185,343.383,38.007,581.2,3493.78
2.532,317.142,342.21,37.705,590.985,3493.78
2.58,324.53,340.466,37.089,605.608,3493.78
2.614,329.835,339.214,36.852,616.134,3493.78
2.645,334.564,338.1,36.795,625.537,3493.78
2.692,341.616,336.442,36.626,639.592,3493.78
2.719,345.699,335.486,36.421,647.752,3493.78
2.752,350.648,334.329,35.917,657.664,3493.78
2.802,358.024,332.61,35.44,672.477,3493.78
2.83,362.134,331.654,35.246,680.749,3493.78
2.871,368.265,330.233,35.195,693.118,3493.78
2.919,375.167,328.637,34.827,707.086,3493.78
2.961,381.238,327.236,34.398,719.414,3493.78
3.024,390.272,325.159,34.029,737.819,3493.78
3.064,396.066,323.825,33.88,749.664,3493.78
3.125,404.687,321.847,33.504,767.353,3493.78
3.167,410.59,320.495,33.204,779.511,3493.78
3.23,419.372,318.492,32.695,797.666,3493.78
3.293,428.054,316.521,32.331,815.693,3493.78
3.388,440.917,313.632,31.241,842.555,3493.78
3.488,454.32,310.654,30.979,870.745,3493.78
3.588,467.515,307.761,29.992,898.708,3493.78
3.688,480.508,304.944,29.122,926.451,3493.78
